No.,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
10215,Madgaon - Ernakulam Jn. Weekly SF Express,SF,NR,,,MAO,19:30,ERS,08:30,13h 0m,11,SMTWTFS,SL 3A 2A 1A 3E,729 km,56 km/hr,10216
12982,Asarva (Ahmedabad) - Jaipur SF Express,SF,NWR,,,ASV,20:00,JP,07:40,11h 40m,16,SMTWTFS,SL 3A 2A 1A 3E,725 km,62 km/hr,12981
12981,Jaipur - Asarva (Ahmedabad) SF Express,SF,NWR,,,JP,20:45,ASV,08:40,11h 55m,16,SMTWTFS,SL 3A 2A 1A 3E,725 km,61 km/hr,12982
20628,Nagercoil - Chennai Egmore Vande Bharat Express,VB,SR,,,NCJ,14:20,MS,23:00,8h 40m,7,SMTWTFS,CC Ex,724 km,84 km/hr,20627
20627,Chennai Egmore - Nagercoil Vande Bharat Express,VB,SR,,,MS,05:00,NCJ,13:50,8h 50m,7,SMTWTFS,CC Ex,724 km,82 km/hr,20628
12160,Jabalpur - Amravati SF Express,SF,WCR,,,JBP,21:20,AMI,09:50,12h 30m,20,SMTWTFS,SL 3A 2A 1A 3E,724 km,58 km/hr,12159
12159,Amravati - Jabalpur SF Express,SF,WCR,,,AMI,16:45,JBP,05:50,13h 5m,20,SMTWTFS,SL 3A 2A 1A 3E,724 km,55 km/hr,12160
18626,Kosi Super Express,Exp,SER,,,HTE,05:45,PRNC,23:55,18h 10m,48,SMTWTFS,2S SL CC 3A 2A,723 km,40 km/hr,18625
18625,Kosi Super Express,Exp,SER,,,PRNC,01:25,HTE,21:00,19h 35m,48,SMTWTFS,2S SL CC 3A 2A,723 km,37 km/hr,18626
22118,Amravati - Pune AC SF Express,ACSF,CR,,,AMI,18:50,PUNE,07:15,12h 25m,9,SMTWTFS,2S 3A 2A 1A,720 km,58 km/hr,22117
13032,Jaynagar - Howrah Express (UnReserved),Exp,ER,,,JYG,18:35,HWH,21:15,26h 40m,115,SMTWTFS,,720 km,27 km/hr,13031
11025,Pune - Amravati Express (via Manmad),Exp,CR,,,PUNE,11:05,AMI,01:05,14h 0m,18,SMTWTFS,2S SL CC 3E,720 km,51 km/hr,11026
22117,Pune - Amravati AC SF Express,ACSF,CR,,,PUNE,22:00,AMI,11:00,13h 0m,9,SMTWTFS,2S 3A 2A 1A,720 km,55 km/hr,22118
11026,Amravati - Pune Express (via Manmad),Exp,CR,,,AMI,22:50,PUNE,11:35,12h 45m,18,SMTWTFS,2S SL CC 3E,720 km,56 km/hr,11025
13031,Howrah - Jaynagar Express (UnReserved),Exp,ER,,,HWH,11:25,JYG,12:05,24h 40m,117,SMTWTFS,,720 km,29 km/hr,13032
12378,Padatik Express (PT),SF,ER,,,NOQ,17:40,SDAH,06:45,13h 5m,12,SMTWTFS,SL 3A 2A 1A,719 km,55 km/hr,12377
12377,Padatik Express (PT),SF,ER,,,SDAH,23:20,NOQ,12:25,13h 5m,12,SMTWTFS,SL 3A 2A 1A,719 km,55 km/hr,12378
16650,Parasuram Express,Exp,SR,,,CAPE,03:45,MAQ,21:10,17h 25m,51,SMTWTFS,2S CC,719 km,41 km/hr,16649
16649,Parasuram Express,Exp,SR,,,MAQ,05:00,CAPE,21:15,16h 15m,52,SMTWTFS,2S CC,719 km,44 km/hr,16650
18235,Bhopal - Bilaspur Express cum Passenger,Exp,SECR,,,BPL,10:15,BSP,03:00,16h 45m,41,SMTWTFS,SL,719 km,43 km/hr,18236
18236,Bilaspur - Bhopal Express Cum Passenger,Exp,SECR,,,BSP,22:30,BPL,17:18,18h 48m,41,SMTWTFS,SL,719 km,38 km/hr,18235
18182,Thawe - Tatanagar Express,Exp,SER,,,THE,10:10,TATA,07:00,20h 50m,33,SMTWTFS,SL 3A 2A,718 km,34 km/hr,18181
12983,Ajmer - Chandigarh Garib Rath Express,GR,NWR,,,AII,17:50,CDG,06:40,12h 50m,15,SMTWTFS,3A,718 km,56 km/hr,12984
12984,Chandigarh - Ajmer Garib Rath Express,GR,NWR,,,CDG,19:45,AII,08:40,12h 55m,15,SMTWTFS,3A,718 km,56 km/hr,12983
18181,Tatanagar - Thawe Express (PT),Exp,SER,,,TATA,20:45,THE,17:15,20h 30m,33,SMTWTFS,SL 3A 2A,718 km,35 km/hr,18182
13142,Teesta Torsa Express (PT),Exp,ER,,,NOQ,12:05,SDAH,03:35,15h 30m,26,SMTWTFS,SL 3A 2A,718 km,46 km/hr,13141
13141,Teesta Torsa Express (PT),Exp,ER,,,SDAH,15:00,NOQ,05:50,14h 50m,28,SMTWTFS,SL 3A 2A,718 km,48 km/hr,13142
12806,Lingampalli -  Visakhapatnam  Janmabhoomi SF Express (PT),SF,ECoR,,,LPI,06:15,VSKP,19:45,13h 30m,20,SMTWTFS,2S CC 3E,715 km,53 km/hr,12805
12805,Visakhapatnam - Lingampalli Janmabhoomi SF Express (PT),SF,ECoR,,,VSKP,06:20,LPI,19:40,13h 20m,20,SMTWTFS,2S CC 3E,715 km,54 km/hr,12806
12770,Seven Hills SF Express,SF,SCR,,,SC,17:40,TPTY,06:25,12h 45m,15,SMTWTFS,SL 3A 2A,713 km,56 km/hr,12769
12736,Yesvantpur - Secunderabad Garib Rath Express,GR,SCR,,,YPR,16:15,CHZ,05:00,12h 45m,11,SMTWTFS,CC 3A,713 km,56 km/hr,12735
12735,Secunderabad - Yesvantpur Garib Rath Express (PT),GR,SCR,,,CHZ,19:45,YPR,08:20,12h 35m,11,SMTWTFS,3A,713 km,57 km/hr,12736
12769,Seven  Hills  SF Express,SF,SCR,,,TPTY,15:45,SC,04:25,12h 40m,15,SMTWTFS,SL 3A 2A,713 km,56 km/hr,12770
12761,Tirupati - Karimnagar SF Express (PT),SF,SCR,,,TPTY,20:05,KRMR,08:40,12h 35m,9,SMTWTFS,SL 3A 2A,712 km,57 km/hr,12762
12762,Karimnagar - Tirupati SF Express (PT),SF,SCR,,,KRMR,19:15,TPTY,08:00,12h 45m,10,SMTWTFS,SL 3A 2A,712 km,56 km/hr,12761
12798,Venkatadri SF Express (PT),SF,SCR,,,CTO,17:35,KCG,06:20,12h 45m,19,SMTWTFS,SL 3A 2A 1A,709 km,56 km/hr,12797
12797,Venkatadri SF Express (PT),SF,SCR,,,KCG,20:05,CTO,08:52,12h 47m,19,SMTWTFS,SL 3A 2A 1A,709 km,55 km/hr,12798
12002,New Delhi - Rani Kamalapati Shatabdi Express,Shtb,NR,,,NDLS,06:00,RKMP,14:40,8h 40m,9,SMTWTFS,CC Ex,709 km,82 km/hr,12001
12001,Rani Kamalapati - New Delhi Shatabdi Express,Shtb,NR,,,RKMP,15:10,NDLS,23:50,8h 40m,9,SMTWTFS,CC Ex,709 km,82 km/hr,12002
12728,Hyderabad - Visakhapatnam Godavari SF Express (PT),SF,SCR,,,HYB,17:05,VSKP,05:55,12h 50m,19,SMTWTFS,SL 3A 2A 1A,708 km,55 km/hr,12727
12727,Visakhapatnam - Hyderabad Godavari SF Express (PT),SF,SCR,,,VSKP,17:20,HYB,06:15,12h 55m,19,SMTWTFS,SL 3A 2A 1A,708 km,55 km/hr,12728
16572,Bidar - Yesvantpur Express (via Vikarabad) (PT),Exp,SWR,,,BIDR,18:15,YPR,07:40,13h 25m,14,SMTWTFS,SL 3A 2A 1A,708 km,53 km/hr,16571
16571,Yesvantpur - Bidar Express (via Vikarabad),Exp,SWR,,,YPR,19:15,BIDR,08:45,13h 30m,13,SMTWTFS,SL 3A 2A 1A,708 km,52 km/hr,16572
17313,SSS Hubballi - MGR Chennai Central Express (via Ballari),Exp,SWR,,,UBL,21:35,MAS,11:10,13h 35m,9,SMTWTFS,SL 3A 2A 1A,705 km,52 km/hr,17314
17314,MGR Chennai Central - SSS Hubballi Express (via Ballari) (PT),Exp,SWR,,,MAS,15:50,UBL,04:50,13h 0m,8,SMTWTFS,SL 3A 2A 1A,705 km,54 km/hr,17313
12468,Leelan SF Express,SF,NWR,,,JP,16:30,JSM,05:10,12h 40m,20,SMTWTFS,SL 3A,705 km,56 km/hr,12467
12467,Leelan SF Express,SF,NWR,,,JSM,00:30,JP,13:20,12h 50m,20,SMTWTFS,SL 3A,705 km,55 km/hr,12468
20172,Hazrat Nizamuddin - Rani Kamalapati (Habibganj) Vande Bharat Express,VB,WCR,,,NZM,14:40,RKMP,22:16,7h 36m,3,SMTWTFS,CC Ex,702 km,92 km/hr,20171
20171,Rani Kamalapati (Habibganj) - Hazrat Nizamuddin Vande Bharat Express,VB,WCR,,,RKMP,05:40,NZM,13:16,7h 36m,3,SMTWTFS,CC Ex,702 km,92 km/hr,20172
15012,Chandigarh - Lucknow Jn. Express,Exp,NER,,,CDG,17:15,LJN,09:10,15h 55m,18,SMTWTFS,SL 3A 2A 3E,702 km,44 km/hr,15011
12155,Shaan-E-Bhopal SF Express (PT),SF,WCR,,,RKMP,22:40,NZM,08:00,9h 20m,8,SMTWTFS,SL 3A 2A 1A,702 km,75 km/hr,12156
15011,Lucknow Jn. - Chandigarh Express,Exp,NER,,,LJN,23:55,CDG,15:00,15h 5m,18,SMTWTFS,SL 3A 2A 3E,702 km,47 km/hr,15012
12156,Shaan-E-Bhopal SF Express,SF,WCR,,,NZM,20:40,RKMP,06:20,9h 40m,8,SMTWTFS,SL 3A 2A 1A,702 km,73 km/hr,12155
16862,Kanniyakumari - Puducherry Express,Exp,SR,,,CAPE,14:15,PDY,04:25,14h 10m,19,SMTWTFS,SL 3A 2A,700 km,49 km/hr,16861
16861,Puducherry - Kanniyakumari Express,Exp,SR,,,PDY,13:00,CAPE,03:15,14h 15m,19,SMTWTFS,SL 3A 2A,700 km,49 km/hr,16862
13043,Howrah - Raxaul Express (PT),Exp,ER,,,HWH,23:00,RXL,14:00,15h 0m,18,SMTWTFS,SL 3A 2A,699 km,47 km/hr,13044
12667,Tambaram - Nagercoil Weekly SF Express (PT),SF,SR,,,TBM,19:30,NCJ,07:00,11h 30m,9,SMTWTFS,SL 3A 2A,699 km,61 km/hr,12668
22658,Nagercoil - Tambaram SF Express (PT),SF,SR,,,NCJ,17:05,TBM,04:10,11h 5m,11,SMTWTFS,SL 3A 2A 1A,699 km,63 km/hr,22657
12668,Nagercoil - Tambaram Weekly SF Express (PT),SF,SR,,,NCJ,17:05,TBM,04:10,11h 5m,9,SMTWTFS,SL 3A 2A,699 km,63 km/hr,12667
13044,Raxaul - Howrah Express,Exp,ER,,,RXL,21:00,HWH,12:12,15h 12m,18,SMTWTFS,SL 3A 2A,699 km,46 km/hr,13043
22657,Tambaram - Nagercoil SF Express (PT),SF,SR,,,TBM,19:30,NCJ,07:00,11h 30m,11,SMTWTFS,SL 3A 2A 1A,699 km,61 km/hr,22658
20708,Visakhapatnam - Secunderabad Vande Bharat Express,VB,SCR,,,VSKP,14:30,SC,23:25,8h 55m,6,SMTWTFS,CC Ex,698 km,78 km/hr,20707
20707,Secunderabad - Visakhapatnam Vande Bharat Express,VB,SCR,,,SC,05:05,VSKP,13:50,8h 45m,6,SMTWTFS,CC Ex,698 km,80 km/hr,20708
20833,Visakhapatnam - Secunderabad Vande Bharat Express,VB,ECoR,,,VSKP,05:45,SC,14:20,8h 35m,5,SMTWTFS,CC Ex,698 km,81 km/hr,20834
20834,Secunderabad - Visakhapatnam Vande Bharat Express,VB,ECoR,,,SC,15:00,VSKP,23:35,8h 35m,5,SMTWTFS,CC Ex,698 km,81 km/hr,20833
11409,Daund - Nizamabad Express (UnReserved),Exp,CR,,,DD,17:05,NZB,10:45,17h 40m,27,SMTWTFS,,698 km,40 km/hr,11410
12740,Secunderabad - Visakhapatnam Garib Rath Express (PT),GR,SCR,,,SC,20:30,VSKP,07:50,11h 20m,9,SMTWTFS,3A,698 km,62 km/hr,12739
12739,Visakhapatnam - Secunderabad Garib Rath Express (PT),GR,SCR,,,VSKP,20:40,SC,08:20,11h 40m,9,SMTWTFS,3A,698 km,60 km/hr,12740
19818,Haldighati Express,Exp,WCR,,,JAB,18:55,RTM,15:25,20h 30m,64,SMTWTFS,SL,695 km,34 km/hr,19817
17215,Machilipatnam - Dharmavaram Express,Exp,SCR,,,MTM,19:50,DMM,09:50,14h 0m,19,SMTWTFS,SL 3A 2A,694 km,50 km/hr,17216
12603,MGR Chennai Central - Charlapalli SF Express (PT),SF,SR,,,MAS,16:45,CHZ,05:10,12h 25m,17,SMTWTFS,SL 3A 2A 1A,694 km,56 km/hr,12604
12604,Charlapalli - MGR Chennai Central SF Express (PT),SF,SR,,,CHZ,17:25,MAS,05:40,12h 15m,16,SMTWTFS,SL 3A 2A 1A,694 km,57 km/hr,12603
17216,Dharmavaram - Machilipatnam Express (PT),Exp,SCR,,,DMM,17:30,MTM,08:35,15h 5m,19,SMTWTFS,SL 3A 2A,694 km,46 km/hr,17215
12447,Uttar Pradesh Sampark Kranti Express (PT),SKr,NR,,,MKP,18:15,NZM,05:22,11h 7m,10,SMTWTFS,SL 3A 2A 1A 3E,694 km,62 km/hr,12448
12448,Uttar Pradesh Sampark Kranti Express,SKr,NR,,,NZM,20:00,MKP,07:30,11h 30m,10,SMTWTFS,SL 3A 2A 1A 3E,694 km,60 km/hr,12447
13021,Mithila Express (PT),Exp,ER,,,HWH,15:50,RXL,09:15,17h 25m,38,SMTWTFS,SL 3A 2A,693 km,40 km/hr,13022
19817,Haldighati Express,Exp,WCR,,,RTM,08:55,AF,04:40,19h 45m,63,SMTWTFS,SL,693 km,35 km/hr,19818
13022,Mithila Express (PT),Exp,ER,,,RXL,10:10,HWH,04:00,17h 50m,33,SMTWTFS,SL 3A 2A,693 km,39 km/hr,13021
17330,Vijayawada - SSS Hubballi Express,Exp,SWR,,,BZA,13:45,UBL,06:55,17h 10m,40,SMTWTFS,SL 3A 2A,691 km,40 km/hr,17329
17329,SSS Hubballi - Vijayawada Express,Exp,SWR,,,UBL,19:30,BZA,12:35,17h 5m,40,SMTWTFS,SL 3A 2A,691 km,40 km/hr,17330
11027,Dadar Central - Satara Express,Exp,CR,,,DR,23:55,STR,14:10,14h 15m,27,SMTWTFS,SL 3A 2A,690 km,48 km/hr,11028
11028,Satara - Dadar Central Express,Exp,CR,,,STR,15:30,DR,06:35,15h 5m,28,SMTWTFS,SL 3A 2A,690 km,46 km/hr,11027
16362,Velankanni - Ernakulam Jn. Express,Exp,SR,,,VLNK,18:40,ERS,11:40,17h 0m,31,SMTWTFS,SL 3A 2A,690 km,41 km/hr,16361
18452,Tapaswini Express,Exp,ECoR,,,PURI,20:30,HTE,12:00,15h 30m,22,SMTWTFS,SL 3A 2A 1A,690 km,45 km/hr,18451
16361,Ernakulam Jn. - Velankanni Express (PT),Exp,SR,,,ERS,13:00,VLNK,05:40,16h 40m,31,SMTWTFS,SL 3A 2A,690 km,41 km/hr,16362
18451,Tapaswini Express (PT),Exp,ECoR,,,HTE,14:30,PURI,06:55,16h 25m,22,SMTWTFS,SL 3A 2A 1A,689 km,42 km/hr,18452
12734,Narayanadri SF Express (PT),SF,SCR,,,LPI,17:30,TPTY,05:55,12h 25m,20,SMTWTFS,SL 3A 2A 1A 3E,685 km,55 km/hr,12733
12733,Narayanadri SF Express (PT),SF,SCR,,,TPTY,18:20,LPI,06:45,12h 25m,20,SMTWTFS,SL 3A 2A 1A 3E,685 km,55 km/hr,12734
19716,Gomti Nagar - Jaipur Express (PT),Exp,NWR,,,GTNR,16:55,JP,07:30,14h 35m,18,SMTWTFS,SL 3A 2A 1A 3E,684 km,47 km/hr,19715
22463,Delhi Sarai Rohilla - Bikaner Rajasthan Sampark Kranti Express,SKr,NWR,,,DEE,21:25,BKN,08:15,10h 50m,8,SMTWTFS,SL 3A 2A,684 km,63 km/hr,22464
22464,Bikaner - Delhi Sarai Rohilla Rajasthan Sampark Kranti Express,SKr,NWR,,,BKN,18:10,DEE,05:50,11h 40m,8,SMTWTFS,SL 3A 2A,684 km,59 km/hr,22463
19715,Jaipur - Gomti Nagar Express,Exp,NWR,,,JP,21:05,GTNR,11:35,14h 30m,19,SMTWTFS,SL 3A 2A 1A 3E,684 km,47 km/hr,19716
15084,Utsarg Express,Exp,NER,,,FBD,14:30,CPR,08:25,17h 55m,30,SMTWTFS,SL 3A 2A 1A 3E,682 km,38 km/hr,15083
15083,Utsarg Express,Exp,NER,,,CPR,18:00,FBD,12:45,18h 45m,33,SMTWTFS,SL 3A 2A 1A 3E,682 km,36 km/hr,15084
13105,Sealdah - Ballia Express (PT),Exp,ER,,,SDAH,13:40,BUI,05:30,15h 50m,30,SMTWTFS,SL 3A 2A 1A,680 km,43 km/hr,13106
11126,Gwalior - Ratlam InterCity Express (PT),Exp,NCR,,,GWL,19:50,RTM,10:00,14h 10m,16,SMTWTFS,SL 3A 2A 1A 3E,680 km,48 km/hr,11125
11125,Ratlam - Gwalior InterCity Express (PT),Exp,NCR,,,RTM,17:25,GWL,07:37,14h 12m,16,SMTWTFS,SL 3A 2A 1A 3E,680 km,48 km/hr,11126
13106,Ballia - Sealdah Express,Exp,ER,,,BUI,08:50,SDAH,02:05,17h 15m,30,SMTWTFS,SL 3A 2A 1A,680 km,39 km/hr,13105
14610,Hemkunt Express,Exp,NR,,,SVDK,16:40,YNRK,08:30,15h 50m,20,SMTWTFS,SL 3A 2A 3E,679 km,43 km/hr,14609
14609,Hemkunt Express,Exp,NR,,,YNRK,17:20,SVDK,07:10,13h 50m,21,SMTWTFS,SL 3A 2A 3E,679 km,49 km/hr,14610
20978,Chandigarh - Ajmer Vande Bharat Express,VB,NWR,,,CDG,15:15,AII,23:55,8h 40m,8,SMTWTFS,CC Ex,678 km,78 km/hr,20977
20977,Ajmer - Chandigarh Vande Bharat Express,VB,NWR,,,AII,06:10,CDG,14:45,8h 35m,8,SMTWTFS,CC Ex,678 km,79 km/hr,20978
20978,Chandigarh - Ajmer Vande Bharat Express,VB,NWR,,,CDG,15:15,AII,23:55,8h 40m,8,SMTWTFS,CC Ex,678 km,78 km/hr,20977
20977,Ajmer - Chandigarh Vande Bharat Express,VB,NWR,,,AII,06:10,CDG,14:45,8h 35m,8,SMTWTFS,CC Ex,678 km,79 km/hr,20978
14616,Amritsar - Lalkuan Weekly Express (via Kashipur),Exp,NR,,,ASR,05:55,LKU,21:10,15h 15m,16,SMTWTFS,SL 3A 2A 3E,675 km,44 km/hr,14615
17614,Hazur Sahib Nanded - Panvel Express (PT),Exp,SCR,,,NED,18:20,PNVL,08:35,14h 15m,12,SMTWTFS,SL 3A 2A,675 km,47 km/hr,17613
17613,Panvel - Hazur Sahib Nanded Express,Exp,SCR,,,PNVL,16:00,NED,08:45,16h 45m,15,SMTWTFS,SL 3A 2A,675 km,40 km/hr,17614
14615,Lalkuan - Amritsar Weekly Express (via Kashipur),Exp,NR,,,LKU,23:45,ASR,15:00,15h 15m,16,SMTWTFS,SL 3A 2A 3E,675 km,44 km/hr,14616
20474,Chetak Express (PT),SF,NWR,,,UDZ,17:00,DEE,05:05,12h 5m,23,SMTWTFS,SL 3A 2A 1A,674 km,56 km/hr,20473
20473,Chetak Express,SF,NWR,,,DEE,19:40,UDZ,07:48,12h 8m,23,SMTWTFS,SL 3A 2A 1A,674 km,56 km/hr,20474
22143,Mumbai CSMT - Bidar  SF Express (PT),SF,CR,,,CSMT,21:00,BIDR,09:10,12h 10m,14,SMTWTFS,SL 3A 2A 1A,674 km,55 km/hr,22144
22144,Bidar - Mumbai CSMT  SF Express (PT),SF,CR,,,BIDR,19:50,CSMT,07:55,12h 5m,13,SMTWTFS,SL 3A 2A 1A,674 km,56 km/hr,22143
19807,Kota - Sirsa Express (Via Loharu),Exp,WCR,,,KOTA,23:45,SSA,13:20,13h 35m,26,SMTWTFS,SL 3A 2A 3E,674 km,50 km/hr,19808
19808,Sirsa - Kota Express (Via Loharu),Exp,WCR,,,SSA,16:10,KOTA,05:15,13h 5m,26,SMTWTFS,SL 3A 2A 3E,674 km,51 km/hr,19807
15204,Lucknow Jn. - Barauni Express,Exp,ECR,,,LJN,15:15,BJU,08:00,16h 45m,34,SMTWTFS,SL 3A 2A 1A 3E,673 km,40 km/hr,15203
22651,MGR Chennai Central - Palakkad Jn. SF Express (PT),SF,SR,,,MAS,21:40,PGT,09:30,11h 50m,17,SMTWTFS,SL 3A 2A 1A,673 km,57 km/hr,22652
22652,Palakkad Jn. - MGR Chennai Central SF Express (PT),SF,SR,,,PGT,16:10,MAS,04:05,11h 55m,18,SMTWTFS,SL 3A 2A 1A,673 km,56 km/hr,22651
14722,Abohar - Jodhpur Express,Exp,NWR,,,ABS,19:40,JU,10:30,14h 50m,32,SMTWTFS,SL,673 km,45 km/hr,14721
15203,Barauni - Lucknow Jn. Express,Exp,ECR,,,BJU,20:25,LJN,12:50,16h 25m,33,SMTWTFS,SL 3A 2A 1A 3E,673 km,41 km/hr,15204
12112,Amravati - Mumbai CSMT SF Express (PT),SF,CR,,,AMI,19:10,CSMT,06:15,11h 5m,12,SMTWTFS,SL 3A 2A 1A,671 km,61 km/hr,12111
12111,Mumbai CSMT - Amravati SF Express (PT),SF,CR,,,CSMT,20:10,AMI,07:55,11h 45m,14,SMTWTFS,SL 3A 2A 1A,671 km,57 km/hr,12112
15769,Alipur Duar - Mariani InterCity Express (UnReserved),Exp,NFR,,,APDJ,03:45,MXN,20:00,16h 15m,30,SMTWTFS,,670 km,41 km/hr,15770
16577,Yesvantpur - Bidar Weekly Express (Via Kalaburagi),Exp,SWR,,,YPR,23:15,BIDR,13:50,14h 35m,14,SMTWTFS,SL 3A 2A,668 km,46 km/hr,16578
16578,Bidar - Yesvantpur Weekly Express (Via Kalaburagi),Exp,SWR,,,BIDR,14:40,YPR,04:00,13h 20m,14,SMTWTFS,SL 3A 2A,668 km,50 km/hr,16577
22985,Rajasthan Humsafar Express,Hms,NWR,,,UDZ,00:45,DEE,11:25,10h 40m,8,SMTWTFS,SL 3A,668 km,63 km/hr,22986
22986,Rajasthan Humsafar Express,Hms,NWR,,,DEE,16:15,UDZ,04:00,11h 45m,8,SMTWTFS,SL 3A,668 km,57 km/hr,22985
20832,Mahima Gosain Express,SF,ECoR,,,SBP,19:10,SHM,07:25,12h 15m,10,SMTWTFS,SL 3A 2A,667 km,54 km/hr,20831
20831,Mahima Gosain Express,SF,ECoR,,,SHM,21:20,SBP,08:35,11h 15m,10,SMTWTFS,SL 3A 2A,667 km,59 km/hr,20832
12662,Pothigai SF Express (PT),SF,SR,,,SCT,18:45,MS,06:10,11h 25m,16,SMTWTFS,SL 3A 2A 1A,667 km,58 km/hr,12661
12661,Pothigai SF Express (PT),SF,SR,,,MS,20:10,SCT,07:25,11h 15m,16,SMTWTFS,SL 3A 2A 1A,667 km,59 km/hr,12662
16752,Rameswaram - Chennai Egmore Express (PT),Exp,SR,,,RMM,17:50,MS,07:25,13h 35m,22,SMTWTFS,SL 3A 2A 1A,665 km,49 km/hr,16751
16751,Chennai Egmore - Rameswaram Express (PT),Exp,SR,,,MS,19:15,RMM,07:55,12h 40m,21,SMTWTFS,SL 3A 2A 1A,665 km,53 km/hr,16752
17310,Vasco da Gama - Yesvantpur Express (PT),Exp,SWR,,,VSG,22:55,YPR,12:35,13h 40m,18,SMTWTFS,SL 3A 2A,664 km,49 km/hr,17309
17309,Yesvantpur - Vasco da Gama Express (PT),Exp,SWR,,,YPR,15:00,VSG,05:15,14h 15m,18,SMTWTFS,SL 3A 2A,664 km,47 km/hr,17310
17320,Hyderabad - SSS Hubballi Express (PT),Exp,SWR,,,HYB,15:50,UBL,06:35,14h 45m,20,SMTWTFS,SL 3A 2A,664 km,45 km/hr,17319
17319,SSS Hubballi - Hyderabad Express,Exp,SWR,,,UBL,21:00,HYB,10:35,13h 35m,20,SMTWTFS,SL 3A 2A,664 km,49 km/hr,17320
12783,Visakhapatnam - Secunderabad AC SF Express (PT),ACSF,SCR,,,VSKP,19:00,SC,07:24,12h 24m,10,SMTWTFS,3A 2A 1A,663 km,53 km/hr,12784
22203,Visakhapatnam - Secunderabad Duronto Express,Drnt,SCR,,,VSKP,19:50,SC,06:35,10h 45m,2,SMTWTFS,2S 3A 2A 1A,663 km,62 km/hr,22204
12784,Secunderabad - Visakhapatnam AC SF Express (PT),ACSF,SCR,,,SC,21:45,VSKP,09:45,12h 0m,10,SMTWTFS,3A 2A 1A,663 km,55 km/hr,12783
22204,Secunderabad - Visakhapatnam  Duronto Express,Drnt,SCR,,,SC,20:15,VSKP,06:30,10h 15m,2,SMTWTFS,2S 3A 2A 1A,663 km,65 km/hr,22203
20701,Secunderabad - Tirupati Vande Bharat Express,VB,SCR,,,SC,06:10,TPTY,14:35,8h 25m,5,SMTWTFS,CC Ex,662 km,79 km/hr,20702
12537,Bapudham SF Express,SF,NCR,,,MFP,19:30,PRRB,08:30,13h 0m,19,SMTWTFS,SL 3A 2A 1A 3E,662 km,51 km/hr,12538
12538,Bapudham SF Express,SF,NCR,,,PRRB,05:10,MFP,18:10,13h 0m,19,SMTWTFS,SL 3A 2A 1A 3E,662 km,51 km/hr,12537
20702,Tirupati - Secunderabad Vande Bharat Express,VB,SCR,,,TPTY,15:15,SC,23:40,8h 25m,5,SMTWTFS,CC Ex,662 km,79 km/hr,20701
17236,Nagercoil - SMVT Bengaluru Express (PT),Exp,SCR,,,NCJ,19:15,SMVB,09:30,14h 15m,13,SMTWTFS,SL 3A 2A 1A,661 km,46 km/hr,17235
17235,SMVT Bengaluru - Nagercoil Express (PT),Exp,SCR,,,SMVB,17:15,NCJ,07:20,14h 5m,13,SMTWTFS,SL 3A 2A 1A,661 km,47 km/hr,17236
22470,Hazrat Nizamuddin - Khajuraho Vande Bharat Express,VB,NR,,,NZM,06:00,KURJ,14:20,8h 20m,7,SMTWTFS,CC Ex,660 km,79 km/hr,22469
22469,Khajuraho - Hazrat Nizamuddin Vande Bharat Express,VB,NR,,,KURJ,14:50,NZM,23:10,8h 20m,7,SMTWTFS,CC Ex,660 km,79 km/hr,22470
20681,Silambu SF Express (PT),SF,SR,,,TBM,21:00,SCT,08:25,11h 25m,20,SMTWTFS,SL 3A 2A 1A,660 km,58 km/hr,20682
20682,Silambu SF Express (PT),SF,SR,,,SCT,17:10,TBM,04:25,11h 15m,19,SMTWTFS,SL 3A 2A 1A,660 km,59 km/hr,20681
22166,Singrauli - Bhopal Urjadhani Express,SF,WCR,,,SGRL,19:00,BPL,07:05,12h 5m,11,SMTWTFS,SL 3A 2A 1A,660 km,55 km/hr,22165
22165,Bhopal - Singrauli Urjadhani Express,SF,WCR,,,BPL,20:55,SGRL,09:05,12h 10m,11,SMTWTFS,SL 3A 2A 1A,660 km,54 km/hr,22166
16528,Kannur - Yesvantpur Express (PT),Exp,SWR,,,CAN,18:05,YPR,07:50,13h 45m,17,SMTWTFS,SL 3A 2A,660 km,48 km/hr,16527
20681,Silambu SF Express (PT),SF,SR,,,TBM,21:00,SCT,08:25,11h 25m,20,SMTWTFS,SL 3A 2A 1A,660 km,58 km/hr,20682
14208,Padmavat Express,Exp,NR,,,DLI,19:50,MBDP,08:20,12h 30m,16,SMTWTFS,SL 3A 2A 1A 3E,659 km,53 km/hr,14207
14207,Padmavat Express,Exp,NR,,,MBDP,17:45,DLI,06:30,12h 45m,16,SMTWTFS,SL 3A 2A 1A 3E,659 km,52 km/hr,14208
17630,Hazur Sahib Nanded - Pune Express,Exp,SCR,,,NED,15:30,PUNE,04:50,13h 20m,11,SMTWTFS,SL 3A 2A,658 km,49 km/hr,17629
17629,Pune  - Hazur Sahib Nanded  Express,Exp,SCR,,,PUNE,21:35,NED,10:20,12h 45m,11,SMTWTFS,SL 3A 2A,658 km,52 km/hr,17630
12072,Hingoli (Deccan) - Mumbai CSMT Jan Shatabdi Express (PT),JShtb,CR,,,HNL,04:20,CSMT,16:50,12h 30m,13,SMTWTFS,2S CC,658 km,53 km/hr,12071
